"Word"	"PoSes"	"FqBand"	"OECRank"	"CEFRLevel"	"NextWord1"	"NextWord2"	"NextWord3"	"Length"	"Reps"	"Count"	"Verse"	"Bridge"	"Chorus"	"Refrain"	"InOut"	"Albums"	"Songs"	"AlbumOccurrences"
"Superman"	"Prop"	14		""	"fly#6"	""	""	8	0	7	1	0	6	0	0	1	1	"SPN#7"
"Wonderland"	"Prop"	14		""	"eh#1"	"woah#1"	""	10	0	21	0	1	20	0	0	1	1	"NEN#21"
"alight"	"Verb, Adje"	14		""	""	""	""	6	0	1	0	1	0	0	0	1	1	"TPD#1"
"biding"	"Verb"	14		""	"time#1"	""	""	6	0	1	1	0	0	0	0	1	1	"RED#1"
"brainwash"	"Verb"	14		""	""	""	""	9	0	1	0	1	0	0	0	1	1	"MID#1"
"clink"	"Verb, Noun"	14		""	"being#1"	""	""	5	2	2	2	0	0	0	0	1	1	"NEN#2"
"crinklin'"	"Verb, Cont"	14		""	"eye#2"	""	""	9	0	2	0	0	2	0	0	1	1	"TPD#2"
"crucify"	"Verb"	14		""	""	""	""	7	0	1	0	1	0	0	0	1	1	"TPD#1"
"eulogize"	"Verb"	14		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"FOL#1"
"exorcise"	"Verb"	14		""	""	""	""	8	0	1	0	1	0	0	0	1	1	"TPD#1"
"fell"	"Verb, Noun, Adje"	14		""	"apart#4"	"through#3"	"down#2"	4	0	29	9	3	17	0	0	9	20	"FER#5, SPN#4, RED#6, NEN#2, REP#2, ...MANY"
"levitate"	"Verb"	14		""	"down#3"	"above#1"	""	8	0	4	1	0	3	0	0	2	2	"MID#1, TPD#3"
"lunchin'"	"Verb, Cont"	14		""	""	""	""	8	0	1	0	1	0	0	0	1	1	"EVE#1"
"nick"	"Verb"	14		""	""	""	""	4	0	4	0	0	4	0	0	2	2	"REP#3, TPD#1"
"refract"	"Verb"	14		""	"sequin#1"	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"rewind"	"Verb, Noun"	14		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"EVE#1"
"ricochet"	"Verb, Noun"	14		""	""	""	""	8	0	3	0	0	3	0	0	1	1	"FOL#3"
"sashay"	"Verb, Noun"	14		""	"your#1"	""	""	6	0	1	0	1	0	0	0	1	1	"FER#1"
"strategized"	"Verb"	14		""	""	""	""	11	0	1	0	1	0	0	0	1	1	"FER#1"
"addressed"	"Adje"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"EVE#1"
"allowed"	"Adje"	15		""	""	""	""	7	0	2	1	0	0	0	1	1	1	"TPD#2"
"applauded"	"Adje"	15		""	""	""	""	9	0	1	0	0	1	0	0	1	1	"EVE#1"
"barricaded"	"Adje"	15		""	""	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"bejeweled"	"Adje"	15		""	""	""	""	9	0	4	0	0	3	0	1	1	1	"MID#4"
"believin'"	"Adje, Cont"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"FER#1"
"bewitching"	"Adje"	15		""	"face#1"	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"blushin'"	"Adje, Cont"	15		""	""	""	""	8	0	3	0	0	3	0	0	1	1	"SPN#3"
"boarded"	"Adje"	15		""	"them#3"	"your#1"	""	7	0	5	2	0	3	0	0	3	3	"REP#1, LVR#3, TPD#1"
"bone-deep"	"Adje"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"breakable"	"Adje"	15		""	"heaven#3"	""	""	9	0	3	0	0	3	0	0	1	1	"LVR#3"
"broken-hearted"	"Adje"	15		""	""	""	""	14	0	1	1	0	0	0	0	1	1	"RED#1"
"calloused"	"Adje"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"captivated"	"Adje"	15		""	""	""	""	10	0	1	0	1	0	0	0	1	1	"SPN#1"
"carried"	"Adje"	15		""	"away#1"	""	""	7	0	3	2	0	0	0	1	2	3	"FER#1, TPD#2"
"catchin'"	"Adje, Noun, Cont"	15		""	""	""	""	8	0	5	0	0	5	0	0	1	1	"EVE#5"
"circled"	"Adje"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"circlin'"	"Adje, Noun, Cont"	15		""	"dark#1"	""	""	8	0	1	1	0	0	0	0	1	1	"NEN#1"
"claimed"	"Adje"	15		""	""	""	""	7	0	1	0	0	1	0	0	1	1	"TPD#1"
"cleaned"	"Adje"	15		""	"enough#1"	""	""	7	0	1	0	1	0	0	0	1	1	"EVE#1"
"cloaked"	"Adje"	15		""	""	""	""	7	0	3	0	0	3	0	0	1	1	"LSG#3"
"cornered"	"Adje"	15		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"FER#1"
"crestfallen"	"Adje"	15		""	""	""	""	11	0	2	0	0	2	0	0	1	1	"EVE#2"
"curtained"	"Adje"	15		""	"room#1"	""	""	9	0	1	0	0	1	0	0	1	1	"RED#1"
"day-old"	"Adje"	15		""	"tea#2"	""	""	7	0	2	0	0	0	2	0	1	1	"EVE#2"
"declassified"	"Adje"	15		""	""	""	""	12	0	1	0	1	0	0	0	1	1	"TPD#1"
"dimming"	"Adje, Noun"	15		""	""	""	""	7	0	1	0	1	0	0	0	1	1	"FER#1"
"discovered"	"Adje"	15		""	""	""	""	10	0	2	2	0	0	0	0	1	1	"NEN#2"
"entwined"	"Adje"	15		""	""	""	""	8	0	2	0	0	2	0	0	1	1	"TPD#2"
"exchanged"	"Adje"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"SPN#1"
"faithless"	"Adje"	15		""	"love's#2"	""	""	9	0	2	0	0	2	0	0	1	1	"FOL#2"
"gauche"	"Adje"	15		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"FOL#1"
"gift-wrapped"	"Adje"	15		""	"suburban#1"	""	""	12	0	1	0	0	1	0	0	1	1	"EVE#1"
"glad-handing"	"Adje"	15		""	"each#1"	""	""	12	0	1	0	1	0	0	0	1	1	"MID#1"
"grumbling"	"Adje, Noun"	15		""	""	""	""	9	0	1	0	1	0	0	0	1	1	"SPN#1"
"gushin'"	"Adje, Noun, Cont"	15		""	""	""	""	7	0	2	0	0	2	0	0	1	1	"TPD#2"
"handcuffed"	"Adje"	15		""	"i'm#1"	""	""	10	0	2	0	1	1	0	0	1	2	"TPD#2"
"heart-stopping"	"Adje"	15		""	"waves#1"	""	""	14	0	1	1	0	0	0	0	1	1	"FOL#1"
"held"	"Adje"	15		""	"your#2"	"back#1"	"them#1"	4	0	20	10	3	7	0	0	7	12	"FER#4, SPN#8, RED#4, NEN#1, REP#1, ...MANY"
"hollow-eyed"	"Adje"	15		""	""	""	""	11	0	1	1	0	0	0	0	1	1	"MID#1"
"hypnotized"	"Adje"	15		""	""	""	""	10	0	2	2	0	0	0	0	2	2	"RED#1, LSG#1"
"ignored"	"Adje"	15		""	"'cause#1"	"when#1"	""	7	0	2	1	1	0	0	0	1	2	"SPN#2"
"jet-set"	"Adje"	15		""	"Bonnie-and-Clyde#1"	""	""	7	0	1	0	1	0	0	0	1	1	"REP#1"
"kept"	"Adje"	15		""	"calm#1"	"every#1"	"everything#1"	4	0	9	3	2	4	0	0	4	8	"SPN#3, RED#3, EVE#1, TPD#2"
"kicking"	"Adje, Noun"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"LSG#1"
"liked"	"Adje"	15		""	""	""	""	5	0	3	2	1	0	0	0	3	3	"SPN#1, RED#1, TPD#1"
"love-struck"	"Adje"	15		""	"went#2"	""	""	11	0	3	0	1	2	0	0	2	2	"SPN#1, NEN#2"
"lovelorn"	"Adje"	15		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"NEN#1"
"lovesick"	"Adje"	15		""	""	""	""	8	0	2	0	0	2	0	0	1	1	"NEN#2"
"low-down"	"Adje"	15		""	"boy#1"	""	""	8	0	1	0	0	1	0	0	1	1	"TPD#1"
"lowercase"	"Adje, Noun"	15		""	"inside#1"	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"lurching"	"Adje, Noun"	15		""	"toward#1"	""	""	8	0	1	1	0	0	0	0	1	1	"MID#1"
"marrying"	"Adje"	15		""	""	""	""	8	0	2	2	0	0	0	0	1	1	"SPN#2"
"mortified"	"Adje"	15		""	"your#1"	""	""	9	0	1	1	0	0	0	0	1	1	"SPN#1"
"moved"	"Adje"	15		""	"too#1"	""	""	5	0	13	4	1	8	0	0	5	8	"SPN#2, RED#6, NEN#1, FOL#1, EVE#3"
"one-horse"	"Adje"	15		""	"town#1"	""	""	9	0	1	1	0	0	0	0	1	1	"FER#1"
"passed"	"Adje"	15		""	"down#2"	"right#1"	"through#1"	6	0	13	5	4	4	0	0	5	10	"SPN#2, NEN#2, FOL#4, EVE#4, TPD#1"
"passive-aggressive"	"Adje"	15		""	""	""	""	18	0	3	0	0	3	0	0	1	1	"LSG#3"
"patched"	"Adje"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"picked"	"Adje"	15		""	"like#1"	""	""	6	0	8	8	0	0	0	0	6	8	"FER#1, FOL#2, EVE#1, MID#2, TPD#1, ...MANY"
"pinned"	"Adje"	15		""	"your#1"	""	""	6	0	1	1	0	0	0	0	1	1	"LVR#1"
"plotted"	"Adje"	15		""	"hard#1"	""	""	7	0	1	0	1	0	0	0	1	1	"EVE#1"
"poised"	"Adje"	15		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"pretended"	"Adje"	15		""	""	""	""	9	0	4	0	0	4	0	0	1	1	"NEN#4"
"proved"	"Adje"	15		""	"them#1"	""	""	6	0	3	0	0	3	0	0	1	1	"NEN#3"
"punched"	"Adje"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"NEN#1"
"punished"	"Adje"	15		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"LVR#1"
"purring"	"Adje, Noun"	15		""	""	""	""	7	0	3	0	0	3	0	0	1	1	"MID#3"
"rain-soaked"	"Adje"	15		""	"body#1"	""	""	11	0	1	0	0	1	0	0	1	1	"TPD#1"
"raking"	"Adje"	15		""	""	""	""	6	0	1	0	1	0	0	0	1	1	"LVR#1"
"reachin'"	"Adje, Cont"	15		""	""	""	""	8	0	3	1	0	2	0	0	2	2	"FER#1, RED#2"
"reaching"	"Adje"	15		""	""	""	""	8	0	1	0	1	0	0	0	1	1	"EVE#1"
"realized"	"Adje"	15		""	"everything#1"	"i'm#1"	"some#1"	8	0	9	3	1	5	0	0	5	6	"TSW#1, FER#1, SPN#5, RED#1, TPD#1"
"redefined"	"Adje"	15		""	""	""	""	9	0	2	0	0	2	0	0	1	1	"LSG#2"
"removed"	"Adje"	15		""	""	""	""	7	0	1	0	0	1	0	0	1	1	"EVE#1"
"reviled"	"Adje"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"rigged"	"Adje"	15		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"OTH#1"
"rooting"	"Adje, Noun"	15		""	""	""	""	7	0	3	0	0	3	0	0	1	1	"MID#3"
"rushed"	"Adje"	15		""	"into#3"	""	""	6	0	3	0	0	3	0	0	1	1	"MID#3"
"sacrificed"	"Adje"	15		""	"us#1"	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"scheming"	"Adje"	15		""	"like#1"	""	""	8	0	2	0	1	1	0	0	1	2	"MID#2"
"shipwrecked"	"Adje"	15		""	""	""	""	11	0	1	0	1	0	0	0	1	1	"EVE#1"
"shouted"	"Adje"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"EVE#1"
"shovin'"	"Adje, Noun, Cont"	15		""	""	""	""	7	0	5	0	0	5	0	0	1	1	"MID#5"
"shrieking"	"Adje, Noun"	15		""	""	""	""	9	0	2	0	0	1	0	1	1	1	"TPD#2"
"shrouded"	"Adje"	15		""	"mystery#1"	""	""	8	0	1	0	0	0	0	1	1	1	"NEN#1"
"sighing"	"Adje, Noun"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"six-lane"	"Adje"	15		""	"Texas#1"	""	""	8	0	1	1	0	0	0	0	1	1	"TPD#1"
"skippin'"	"Adje, Noun, Cont"	15		""	"skip-skippin'#1"	"town#1"	""	8	0	3	3	0	0	0	0	3	3	"RED#1, REP#1, EVE#1"
"skipping"	"Adje, Noun"	15		""	"down#4"	""	""	8	0	4	0	0	4	0	0	1	1	"LVR#4"
"slipped"	"Adje"	15		""	"away#3"	"beyond#1"	"when#1"	7	0	5	1	0	4	0	0	3	3	"NEN#1, FOL#3, EVE#1"
"smooth-talking"	"Adje"	15		""	"hucksters#1"	""	""	14	0	1	0	1	0	0	0	1	1	"MID#1"
"sneakin'"	"Adje, Noun, Cont"	15		""	""	""	""	8	0	5	1	1	3	0	0	3	3	"TSW#3, LVR#1, EVE#1"
"snotty"	"Adje"	15		""	"little#1"	""	""	6	0	1	1	0	0	0	0	1	1	"SPN#1"
"soaking"	"Adje, Noun"	15		""	"blind#2"	""	""	7	0	2	1	0	0	0	1	1	1	"MID#2"
"spineless"	"Adje"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"MID#1"
"splashed"	"Adje"	15		""	"your#3"	""	""	8	0	5	2	0	3	0	0	3	3	"RED#1, EVE#1, MID#3"
"starin'"	"Adje, Noun, Cont"	15		""	"honey#1"	""	""	7	0	10	2	0	8	0	0	5	5	"FER#1, NEN#4, FOL#1, EVE#1, TPD#3"
"staring"	"Adje, Noun"	15		""	""	""	""	7	0	3	1	1	1	0	0	3	3	"LVR#1, FOL#1, MID#1"
"starry-eyed"	"Adje"	15		""	""	""	""	11	0	2	2	0	0	0	0	1	2	"TPD#2"
"stayin'"	"Adje, Cont"	15		""	""	""	""	7	0	4	1	0	3	0	0	2	2	"SPN#1, EVE#3"
"staying"	"Adje"	15		""	"friends#3"	"back#1"	""	7	0	4	0	3	1	0	0	3	3	"FER#1, EVE#1, LSG#2"
"stepped"	"Adje"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"LSG#1"
"streaming"	"Adje, Noun"	15		""	"down#1"	""	""	9	0	1	0	1	0	0	0	1	1	"RED#1"
"struck"	"Adje"	15		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"REP#1"
"swept"	"Adje"	15		""	"away#2"	""	""	5	0	4	3	0	1	0	0	4	4	"RED#1, NEN#1, MID#1, TPD#1"
"switched"	"Adje"	15		""	"your#1"	""	""	8	0	2	1	1	0	0	0	2	2	"REP#1, FOL#1"
"swooping"	"Adje"	15		""	"sloping#1"	""	""	8	0	1	0	1	0	0	0	1	1	"MID#1"
"tearing"	"Adje"	15		""	"down#1"	""	""	7	0	1	1	0	0	0	0	1	1	"MID#1"
"tent-like"	"Adje"	15		""	"thing#1"	""	""	9	0	1	1	0	0	0	0	1	1	"EVE#1"
"tethered"	"Adje"	15		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"TPD#1"
"time-lapse"	"Adje"	15		""	""	""	""	10	0	1	0	1	0	0	0	1	1	"LSG#1"
"time-share"	"Adje"	15		""	"down#2"	""	""	10	0	2	0	0	2	0	0	1	1	"TPD#2"
"tone-deaf"	"Adje"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"LSG#1"
"tongue-tied"	"Adje"	15		""	""	""	""	11	0	2	2	0	0	0	0	2	2	"RED#1, LVR#1"
"touched"	"Adje"	15		""	""	""	""	7	0	12	4	6	2	0	0	3	3	"MID#1, TPD#9, LSG#2"
"traded"	"Adje"	15		""	"your#1"	""	""	6	0	2	2	0	0	0	0	2	2	"FER#1, SPN#1"
"trampled"	"Adje"	15		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"TSW#1"
"trolling"	"Adje"	15		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"LSG#1"
"twenty-year"	"Adje"	15		""	"dark#3"	""	""	11	0	3	0	0	3	0	0	1	1	"LVR#3"
"twinkling"	"Adje, Noun"	15		""	"lights#2"	""	""	9	0	4	0	0	2	0	2	2	2	"EVE#2, TPD#2"
"unbothered"	"Adje"	15		""	"'til#1"	""	""	10	0	1	1	0	0	0	0	1	1	"LSG#1"
"unbuttoned"	"Adje"	15		""	""	""	""	10	0	4	0	0	4	0	0	2	2	"NEN#2, TPD#2"
"underlined"	"Adje"	15		""	""	""	""	10	0	2	0	0	2	0	0	1	1	"REP#2"
"undone"	"Adje"	15		""	"oh#4"	""	""	6	0	18	3	0	12	0	3	5	8	"TSW#6, FER#6, NEN#1, FOL#1, TPD#4"
"unglued"	"Adje"	15		""	"thanks#1"	""	""	7	0	1	1	0	0	0	0	1	1	"MID#1"
"upper-crust"	"Adje, Noun"	15		""	"circles#1"	""	""	11	0	1	1	0	0	0	0	1	1	"RED#1"
"wastin'"	"Adje, Cont"	15		""	"hopin'#1"	""	""	7	0	1	1	0	0	0	0	1	1	"FER#1"
"wasting"	"Adje"	15		""	"your#1"	""	""	7	0	1	1	0	0	0	0	1	1	"FOL#1"
"white-knuckle"	"Adje"	15		""	"dying#1"	""	""	13	0	1	0	1	0	0	0	1	1	"TPD#1"
"wintergreen"	"Adje, Noun"	15		""	"kiss#1"	""	""	11	0	1	1	0	0	0	0	1	1	"LSG#1"
"worked"	"Adje"	15		""	"each#1"	""	""	6	0	3	2	1	0	0	0	2	3	"FER#2, FOL#1"
"lit"	"Adve"	15		""	"through#1"	""	""	3	0	5	3	0	2	0	0	3	5	"SPN#1, MID#2, LSG#2"
"mmm-hmm"	"Inte"	15		""	""	""	""	7	0	1	0	0	1	0	0	1	1	"TSW#1"
"oh-oh"	"Inte"	15		""	"oh#13"	"yeah#2"	"mm#1"	5	30	68	1	6	51	0	10	8	20	"TSW#6, FER#6, SPN#4, RED#8, NEN#5, ...MANY"
"anti-hero"	"Noun"	15		""	""	""	""	9	0	3	0	0	3	0	0	1	1	"MID#3"
"bedpost"	"Noun"	15		""	""	""	""	7	0	3	0	0	3	0	0	1	1	"REP#3"
"billows"	"Noun"	15		""	""	""	""	7	0	2	1	1	0	0	0	2	2	"SPN#1, TPD#1"
"bringing"	"Noun"	15		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"MID#1"
"cad"	"Noun"	15		""	"wanted#1"	""	""	3	0	1	1	0	0	0	0	1	1	"TPD#1"
"celebrating"	"Noun, Adje"	15		""	""	""	""	11	0	1	1	0	0	0	0	1	1	"EVE#1"
"centerfold"	"Noun"	15		""	""	""	""	10	0	3	0	0	2	0	1	1	1	"EVE#3"
"chasin'"	"Noun, Adje, Cont"	15		""	"fortune#1"	"shadows#1"	""	7	0	2	2	0	0	0	0	2	2	"RED#1, FOL#1"
"chasing"	"Noun, Adje"	15		""	"make-believe#1"	""	""	7	0	9	1	0	6	0	2	3	4	"RED#1, NEN#4, MID#4"
"chihuahua"	"Noun"	15		""	"barking#1"	""	""	9	0	1	1	0	0	0	0	1	1	"LSG#1"
"clappin'"	"Noun, Adje, Cont"	15		""	"too#3"	""	""	8	0	3	0	0	3	0	0	1	1	"MID#3"
"cliffside"	"Noun"	15		""	"screaming#2"	"pools#1"	""	9	0	3	0	1	2	0	0	1	2	"FOL#3"
"corsage"	"Noun"	15		""	"dangles#1"	""	""	7	0	1	1	0	0	0	0	1	1	"LSG#1"
"coven"	"Noun"	15		""	"'round#1"	""	""	5	0	1	0	1	0	0	0	1	1	"TPD#1"
"dickhead"	"Noun"	15		""	"guy#1"	""	""	8	0	1	1	0	0	0	0	1	1	"MID#1"
"disruptors"	"Noun"	15		""	""	""	""	10	0	1	0	1	0	0	0	1	1	"MID#1"
"dreamland"	"Noun"	15		""	""	""	""	9	0	4	0	0	4	0	0	1	1	"EVE#4"
"dreamscapes"	"Noun"	15		""	""	""	""	11	0	1	1	0	0	0	0	1	1	"FOL#1"
"dug"	"Noun"	15		""	""	""	""	3	0	3	0	0	3	0	0	1	1	"LSG#3"
"empath's"	"Noun"	15		""	"clothing#1"	""	""	8	0	1	0	0	1	0	0	1	1	"TPD#1"
"ex-lovers"	"Noun"	15		""	""	""	""	9	0	6	0	0	6	0	0	1	1	"NEN#6"
"exoneration"	"Noun"	15		""	""	""	""	11	0	1	0	1	0	0	0	1	1	"LSG#1"
"fakers"	"Noun"	15		""	"gonna#3"	""	""	6	0	3	0	0	3	0	0	1	1	"NEN#3"
"fastening"	"Noun"	15		""	"myself#3"	""	""	9	0	3	0	0	3	0	0	1	1	"MID#3"
"flexing"	"Noun"	15		""	"like#3"	""	""	7	0	3	0	0	3	0	0	1	1	"MID#3"
"flirting"	"Noun, Adje"	15		""	""	""	""	8	0	1	0	1	0	0	0	1	1	"LSG#1"
"forcing"	"Noun"	15		""	"laughter#1"	"smiles#1"	""	7	0	2	2	0	0	0	0	2	2	"SPN#1, RED#1"
"hand-me-downs"	"Noun"	15		""	""	""	""	13	0	1	0	1	0	0	0	1	1	"RED#1"
"hazing"	"Noun, Adje"	15		""	""	""	""	6	0	1	0	0	1	0	0	1	1	"TPD#1"
"headshots"	"Noun"	15		""	""	""	""	9	0	1	0	1	0	0	0	1	1	"LSG#1"
"heartbreakers"	"Noun"	15		""	"gonna#3"	""	""	13	0	3	0	0	3	0	0	1	1	"NEN#3"
"illusionist"	"Noun"	15		""	""	""	""	11	0	1	1	0	0	0	0	1	1	"REP#1"
"insincerity"	"Noun"	15		""	""	""	""	11	0	1	1	0	0	0	0	1	1	"SPN#1"
"lettin'"	"Noun, Cont"	15		""	""	""	""	7	0	5	0	0	2	0	3	1	1	"EVE#5"
"letting"	"Noun"	15		""	""	""	""	7	0	3	0	0	3	0	0	1	1	"TSW#3"
"lunchbox"	"Noun"	15		""	"days#1"	""	""	8	0	1	0	0	1	0	0	1	1	"SPN#1"
"madhouse"	"Noun"	15		""	""	""	""	8	0	1	0	1	0	0	0	1	1	"EVE#1"
"melancholia"	"Noun"	15		""	""	""	""	11	0	1	1	0	0	0	0	1	1	"MID#1"
"mending"	"Noun"	15		""	""	""	""	7	0	1	0	1	0	0	0	1	1	"REP#1"
"moonshine"	"Noun, Verb"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"moonstone"	"Noun"	15		""	""	""	""	9	0	1	0	1	0	0	0	1	1	"MID#1"
"name-dropping"	"Noun"	15		""	"sleaze#1"	""	""	12	0	1	1	0	0	0	0	1	1	"FOL#1"
"night-light"	"Noun"	15		""	""	""	""	10	0	2	2	0	0	0	0	1	1	"SPN#2"
"nothings"	"Noun"	15		""	""	""	""	8	0	4	0	0	4	0	0	1	1	"MID#4"
"onyx"	"Noun"	15		""	"night#3"	""	""	4	0	3	0	0	3	0	0	1	1	"LSG#3"
"petulance"	"Noun"	15		""	""	""	""	9	0	3	0	0	3	0	0	1	1	"TPD#3"
"pocketful"	"Noun"	15		""	""	""	""	9	0	3	0	0	3	0	0	1	1	"MID#3"
"pullin'"	"Noun, Adje, Cont"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"NEN#1"
"pulling"	"Noun, Adje"	15		""	"him#1"	""	""	7	0	3	2	0	1	0	0	3	3	"SPN#1, TPD#1, LSG#1"
"pushin'"	"Noun, Adje, Cont"	15		""	"strollers#1"	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"pushing"	"Noun, Adje"	15		""	"people#1"	""	""	7	0	1	1	0	0	0	0	1	1	"SPN#1"
"puttin'"	"Noun, Cont"	15		""	"someone#1"	"us#1"	""	7	0	2	1	0	1	0	0	2	2	"REP#1, MID#1"
"putting"	"Noun"	15		""	"roots#4"	""	""	7	0	4	0	0	4	0	0	1	1	"EVE#4"
"pyro"	"Noun"	15		""	""	""	""	4	0	1	1	0	0	0	0	1	1	"LSG#1"
"ranting"	"Noun"	15		""	""	""	""	7	0	1	0	1	0	0	0	1	1	"SPN#1"
"sandlot"	"Noun"	15		""	""	""	""	7	0	1	0	0	0	0	1	1	1	"TPD#1"
"slammer"	"Noun"	15		""	"oh#2"	""	""	7	0	4	0	0	2	0	2	1	1	"TPD#4"
"slipping"	"Noun, Adje"	15		""	"right#1"	"through#1"	""	8	0	2	0	2	0	0	0	2	2	"FER#1, SPN#1"
"smoothing"	"Noun, Adje"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"EVE#1"
"sobbing"	"Noun, Adje"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"MID#1"
"somethings"	"Noun"	15		""	""	""	""	10	0	2	0	2	0	0	0	1	1	"NEN#2"
"sorceress'"	"Noun"	15		""	"table#1"	""	""	10	0	1	0	1	0	0	0	1	1	"TPD#1"
"stealer"	"Noun"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"stole"	"Noun"	15		""	""	""	""	5	0	5	2	2	0	0	1	5	5	"REP#1, FOL#1, EVE#1, TPD#1, LSG#1"
"stormin'"	"Noun, Adje, Cont"	15		""	""	""	""	8	0	4	0	0	3	0	1	1	1	"FER#4"
"synchronicity"	"Noun"	15		""	""	""	""	13	0	1	0	1	0	0	0	1	1	"TPD#1"
"taming"	"Noun"	15		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"teatime"	"Noun"	15		""	"everybody#3"	""	""	7	0	4	0	0	4	0	0	1	1	"MID#4"
"temptress"	"Noun"	15		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"tossing"	"Noun"	15		""	"pennies#2"	"rocks#1"	"turning#1"	7	0	6	3	0	3	0	0	4	5	"FER#1, RED#1, NEN#1, FOL#3"
"watchin'"	"Noun, Adje, Cont"	15		""	"American-Pie#2"	"rugby#1"	""	8	0	6	3	0	3	0	0	5	5	"FER#1, SPN#1, NEN#1, LVR#1, TPD#2"
"watching"	"Noun, Adje"	15		""	"him#1"	"wild#1"	""	8	0	6	4	2	0	0	0	4	5	"SPN#1, FOL#2, TPD#2, LSG#1"
"wishin'"	"Noun, Cont"	15		""	"i'd#3"	""	""	7	0	7	2	0	5	0	0	3	4	"TSW#2, SPN#4, FOL#1"
"wishing"	"Noun"	15		""	"star#2"	""	""	7	0	15	4	3	8	0	0	5	8	"TSW#2, SPN#5, RED#2, FOL#4, LSG#2"
"yelling"	"Noun, Adje"	15		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"SPN#1"
"eighty-nine"	"Numb"	15		""	""	""	""	11	0	1	0	0	0	0	1	1	1	"TSW#1"
"one-hundred"	"Numb"	15		""	"ninety#1"	""	""	11	0	1	1	0	0	0	0	1	1	"MID#1"
"A-Team"	"Prop"	15		""	"now#1"	""	""	6	0	10	0	0	10	0	0	1	1	"REP#10"
"Drake"	"Prop"	15		""	""	""	""	5	0	1	1	0	0	0	0	1	1	"LVR#1"
"Heath"	"Prop"	15		""	""	""	""	5	0	3	1	1	0	0	1	2	2	"LVR#2, TPD#1"
"acing"	"Verb"	15		""	"your#1"	""	""	5	0	1	0	1	0	0	0	1	1	"SPN#1"
"checkmate"	"Verb, Noun"	15		""	""	""	""	9	0	1	0	0	1	0	0	1	1	"MID#1"
"ghosted"	"Verb"	15		""	"stand#1"	""	""	7	0	3	3	0	0	0	0	3	3	"MID#1, TPD#1, LSG#1"
"grey"	"Verb"	15		""	""	""	""	4	0	1	0	1	0	0	0	1	1	"EVE#1"
"groovin'"	"Verb, Cont"	15		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"NEN#1"
"jinx"	"Verb, Noun"	15		""	""	""	""	4	0	1	0	1	0	0	0	1	1	"MID#1"
"spritz"	"Verb, Noun"	15		""	"pink#1"	""	""	6	0	1	1	0	0	0	0	1	1	"LSG#1"
"swindled"	"Verb"	15		""	""	""	""	8	0	1	0	1	0	0	0	1	1	"EVE#1"
"tweet"	"Verb, Noun"	15		""	"that's#1"	""	""	5	0	2	1	1	0	0	0	2	2	"LVR#1, FOL#1"
