"Word"	"PoSes"	"FqBand"	"OECRank"	"CEFRLevel"	"NextWord1"	"NextWord2"	"NextWord3"	"Length"	"Reps"	"Count"	"Verse"	"Bridge"	"Chorus"	"Refrain"	"InOut"	"Albums"	"Songs"	"AlbumOccurrences"
"waltzing"	"Verb"	15		""	"back#1"	""	""	8	0	1	1	0	0	0	0	1	1	"TPD#1"
"whored"	"Verb"	15		""	"around#1"	""	""	6	0	1	1	0	0	0	0	1	1	"LSG#1"
"worst"	"Verb"	15		""	"thing#4"	"ah-ah#2"	"day#2"	5	0	21	8	5	7	0	1	8	13	"FER#1, RED#1, NEN#3, REP#3, LVR#2, ...MANY"
"aligned"	"Adje"	16		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"MID#1"
"backlogged"	"Adje"	16		""	"dreams#1"	""	""	10	0	1	0	1	0	0	0	1	1	"EVE#1"
"bait-and-switch"	"Adje, Noun"	16		""	"was#2"	""	""	15	0	2	1	0	0	0	1	1	1	"EVE#2"
"bluest"	"Adje"	16		""	"days#1"	"skies#1"	""	6	0	2	1	1	0	0	0	2	2	"EVE#1, TPD#1"
"cancelled"	"Adje"	16		""	""	""	""	9	0	7	0	0	7	0	0	1	2	"LSG#7"
"crumpled-up"	"Adje"	16		""	"piece#1"	""	""	11	0	1	0	1	0	0	0	1	1	"RED#1"
"deceived"	"Adje"	16		""	""	""	""	8	0	2	0	2	0	0	0	1	1	"LSG#2"
"deceivin'"	"Adje, Cont"	16		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"FER#1"
"engulfed"	"Adje"	16		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"TPD#1"
"grazed"	"Adje"	16		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"greige"	"Adje"	16		""	""	""	""	6	0	1	0	1	0	0	0	1	1	"TPD#1"
"nicknamed"	"Adje"	16		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"northbound"	"Adje"	16		""	""	""	""	10	0	1	1	0	0	0	0	1	1	"TPD#1"
"occurring"	"Adje"	16		""	""	""	""	9	0	1	0	1	0	0	0	1	1	"RED#1"
"one-hand"	"Adje"	16		""	"feel#1"	""	""	8	0	1	1	0	0	0	0	1	1	"TSW#1"
"outnumbered"	"Adje"	16		""	"raided#1"	""	""	11	0	2	2	0	0	0	0	2	2	"FER#1, OTH#1"
"overdramatic"	"Adje"	16		""	""	""	""	12	0	1	0	1	0	0	0	1	1	"LVR#1"
"pledged"	"Adje"	16		""	""	""	""	7	0	1	0	0	1	0	0	1	1	"TPD#1"
"pushed"	"Adje"	16		""	"each#2"	"around#1"	"aside#1"	6	0	9	3	0	6	0	0	4	6	"SPN#2, NEN#1, EVE#4, TPD#2"
"reeling"	"Adje"	16		""	""	""	""	7	0	1	0	1	0	0	0	1	1	"TPD#1"
"refused"	"Adje"	16		""	""	""	""	7	0	1	0	0	1	0	0	1	1	"LVR#1"
"rekindled"	"Adje"	16		""	"flames#1"	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"screw-top"	"Adje"	16		""	"rosé#1"	""	""	9	0	1	1	0	0	0	0	1	1	"MID#1"
"shined"	"Adje"	16		""	"just#3"	"brighter#2"	"like#1"	6	0	9	3	0	5	0	1	3	4	"TSW#4, SPN#3, EVE#2"
"silver-spoon"	"Adje"	16		""	"gated#1"	""	""	12	0	1	1	0	0	0	0	1	1	"RED#1"
"slammed"	"Adje"	16		""	""	""	""	7	0	1	0	0	1	0	0	1	1	"TPD#1"
"slicked"	"Adje"	16		""	"back#2"	""	""	7	0	2	0	0	2	0	0	1	1	"NEN#2"
"slowed-down"	"Adje"	16		""	"clocks#1"	""	""	11	0	1	0	0	1	0	0	1	1	"TPD#1"
"sounded"	"Adje"	16		""	"like#1"	"nasty#1"	""	7	0	2	0	2	0	0	0	2	2	"SPN#1, LSG#1"
"sparkin'"	"Adje, Cont"	16		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"REP#1"
"stabbed"	"Adje"	16		""	""	""	""	7	0	2	2	0	0	0	0	2	2	"REP#1, TPD#1"
"surrounded"	"Adje"	16		""	""	""	""	10	0	2	1	0	1	0	0	2	2	"EVE#1, LSG#1"
"tucked"	"Adje"	16		""	"into#1"	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"unabsorb"	"Adje"	16		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"TPD#1"
"uncool"	"Adje"	16		""	""	""	""	6	0	1	0	1	0	0	0	1	1	"TPD#1"
"underestimated"	"Adje"	16		""	"just#2"	""	""	14	0	2	2	0	0	0	0	1	1	"SPN#2"
"unforgiven"	"Adje"	16		""	""	""	""	10	0	1	1	0	0	0	0	1	1	"LVR#1"
"unmoored"	"Adje"	16		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"EVE#1"
"wonderin'"	"Adje, Cont"	16		""	""	""	""	9	0	12	1	2	9	0	0	3	4	"SPN#6, RED#2, LVR#4"
"wondering"	"Adje"	16		""	"where#3"	"why#1"	""	9	0	8	2	1	5	0	0	5	5	"FER#1, SPN#1, EVE#2, MID#3, OTH#1"
"wonderstruck"	"Adje"	16		""	"blushin'#3"	"dancing#1"	""	12	0	5	0	0	5	0	0	1	1	"SPN#5"
"evermore"	"Adve"	16		""	""	""	""	8	0	11	0	1	4	0	6	1	2	"EVE#11"
"fatefully"	"Adve"	16		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"EVE#1"
"forevermore"	"Adve"	16		""	""	""	""	11	0	3	1	0	2	0	0	2	2	"NEN#2, REP#1"
"sanctimoniously"	"Adve"	16		""	"performing#1"	""	""	15	0	1	0	1	0	0	0	1	1	"TPD#1"
"da"	"Inte"	16		""	""	""	""	2	10	14	0	0	8	0	0	2	2	"TSW#1, REP#7"
"ew"	"Inte"	16		""	""	""	""	2	0	1	1	0	0	0	0	1	1	"RED#1"
"la"	"Inte"	16		""	"la-la-la#3"	"la-la-la-la#3"	"oh#1"	2	47	60	0	0	9	0	17	4	6	"TSW#1, FER#8, SPN#16, LSG#1"
"mm-mm"	"Inte"	16		""	""	""	""	5	0	10	8	1	1	0	0	3	3	"RED#1, NEN#8, REP#1"
"na"	"Inte"	16		""	"na-na#1"	""	""	2	5	5	0	0	0	0	2	1	1	"TSW#2"
"woah"	"Inte"	16		""	"oh#6"	"maybe#1"	"no#1"	4	0	57	1	10	39	0	7	7	23	"FER#9, SPN#8, RED#10, NEN#8, REP#20, ...MANY"
"adjusting"	"Noun, Adje"	16		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"FOL#1"
"backroads"	"Noun"	16		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"TSW#1"
"baller"	"Noun"	16		""	""	""	""	6	0	1	0	1	0	0	0	1	1	"LVR#1"
"bitchin'"	"Noun, Cont"	16		""	"wishing#2"	""	""	8	0	3	0	0	3	0	0	2	2	"TPD#1, LSG#2"
"buzzcut"	"Noun"	16		""	""	""	""	7	0	1	0	1	0	0	0	1	1	"REP#1"
"cinephile"	"Noun"	16		""	""	""	""	9	0	1	0	0	1	0	0	1	1	"TPD#1"
"combing"	"Noun"	16		""	"through#1"	""	""	7	0	1	0	0	1	0	0	1	1	"TPD#1"
"countermoves"	"Noun"	16		""	""	""	""	12	0	1	0	0	1	0	0	1	1	"MID#1"
"cursin'"	"Noun, Cont"	16		""	"your#3"	""	""	7	0	3	0	0	3	0	0	1	1	"FER#3"
"cursing"	"Noun"	16		""	""	""	""	7	0	4	0	0	4	0	0	1	1	"FOL#4"
"erasing"	"Noun"	16		""	""	""	""	7	0	1	1	0	0	0	0	1	1	"RED#1"
"fairy-tale"	"Noun"	16		""	"you've#1"	""	""	9	0	19	9	0	9	0	1	1	2	"FER#19"
"fakin'"	"Noun, Cont"	16		""	""	""	""	6	0	2	0	2	0	0	0	2	2	"FER#1, EVE#1"
"faking"	"Noun"	16		""	"smiles#2"	""	""	6	0	2	2	0	0	0	0	2	2	"SPN#1, RED#1"
"hustlin'"	"Noun, Adje, Cont"	16		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"EVE#1"
"hustling"	"Noun, Adje"	16		""	""	""	""	8	0	1	0	0	1	0	0	1	1	"EVE#1"
"ignorin'"	"Noun, Cont"	16		""	"words#1"	""	""	8	0	1	1	0	0	0	0	1	1	"FER#1"
"inboxes"	"Noun"	16		""	""	""	""	7	0	1	0	1	0	0	0	1	1	"TPD#1"
"keychain"	"Noun"	16		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"RED#1"
"kismet"	"Noun"	16		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"LSG#1"
"memes"	"Noun"	16		""	""	""	""	5	0	1	1	0	0	0	0	1	1	"LSG#1"
"mirrorball"	"Noun"	16		""	""	""	""	10	0	4	2	0	0	0	2	1	1	"FOL#4"
"narcissist"	"Noun"	16		""	""	""	""	10	0	1	1	0	0	0	0	1	1	"REP#1"
"opalite"	"Noun"	16		""	"oh-oh#6"	""	""	7	0	6	0	0	6	0	0	1	1	"LSG#6"
"pacin'"	"Noun, Cont"	16		""	""	""	""	6	0	4	2	0	2	0	0	3	3	"RED#2, NEN#1, REP#1"
"pacing"	"Noun"	16		""	"back#1"	""	""	6	0	2	1	1	0	0	0	2	2	"SPN#1, FOL#1"
"pennies"	"Noun"	16		""	"made#1"	""	""	7	0	3	1	0	2	0	0	2	2	"FOL#2, MID#1"
"penny"	"Noun"	16		""	""	""	""	5	0	1	1	0	0	0	0	1	1	"TSW#1"
"PJs"	"Noun"	16		""	"getting#1"	""	""	3	0	1	0	0	1	0	0	1	1	"SPN#1"
"pretendin'"	"Noun, Cont"	16		""	""	""	""	10	0	1	1	0	0	0	0	1	1	"RED#1"
"pretending"	"Noun"	16		""	""	""	""	10	0	1	0	0	1	0	0	1	1	"SPN#1"
"recalling"	"Noun"	16		""	"things#2"	""	""	9	0	2	0	0	2	0	0	1	1	"TPD#2"
"rosé"	"Noun"	16		""	"flowing#1"	"that's#1"	""	4	0	2	1	0	1	0	0	2	2	"FOL#1, MID#1"
"saltbox"	"Noun"	16		""	"house#1"	""	""	7	0	1	1	0	0	0	0	1	1	"FOL#1"
"screwing"	"Noun"	16		""	"around#1"	""	""	8	0	1	0	0	1	0	0	1	1	"LSG#1"
"shitstorm"	"Noun"	16		""	"back#2"	""	""	9	0	2	0	0	2	0	0	1	1	"TPD#2"
"situationship"	"Noun"	16		""	"i'm#1"	""	""	13	0	1	1	0	0	0	0	1	1	"MID#1"
"soulmates"	"Noun"	16		""	""	""	""	9	0	1	0	1	0	0	0	1	1	"TPD#1"
"speed-bump"	"Noun"	16		""	""	""	""	10	0	1	0	1	0	0	0	1	1	"LSG#1"
"spillin'"	"Noun, Cont"	16		""	"wine#1"	""	""	8	0	1	1	0	0	0	0	1	1	"REP#1"
"spilling"	"Noun"	16		""	""	""	""	8	0	1	0	1	0	0	0	1	1	"MID#1"
"stoppin'"	"Noun, Cont"	16		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"TSW#1"
"swallowing"	"Noun, Adje"	16		""	""	""	""	10	0	3	0	0	3	0	0	1	1	"SPN#3"
"tick-tock"	"Noun"	16		""	""	""	""	9	0	2	0	0	0	0	2	1	1	"NEN#2"
"whiskey-sour"	"Noun"	16		""	""	""	""	12	0	4	0	0	4	0	0	1	1	"LSG#4"
"two-thousand"	"Numb"	16		""	"one-hundred#1"	""	""	12	0	1	1	0	0	0	0	1	1	"MID#1"
"East-Side"	"Prop"	16		""	"where#1"	""	""	9	0	1	1	0	0	0	0	1	1	"REP#1"
"Hackney"	"Prop"	16		""	""	""	""	7	0	2	0	1	0	0	1	1	1	"LVR#2"
"SoCal"	"Prop"	16		""	""	""	""	5	0	1	1	0	0	0	0	1	1	"LVR#1"
"West-Side"	"Prop"	16		""	""	""	""	9	0	1	1	0	0	0	0	1	1	"REP#1"
"bitten"	"Verb"	16		""	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"double-cross"	"Verb"	16		""	""	""	""	12	0	1	1	0	0	0	0	1	1	"RED#1"
"double-crossed"	"Verb"	16		""	""	""	""	14	0	1	1	0	0	0	0	1	1	"EVE#1"
"freeloading"	"Verb"	16		""	""	""	""	11	0	2	1	0	0	0	1	1	1	"MID#2"
"redo"	"Verb"	16		""	""	""	""	4	0	3	0	0	3	0	0	1	1	"TPD#3"
"reframed"	"Verb"	16		""	""	""	""	8	0	1	1	0	0	0	0	1	1	"TPD#1"
"unsee"	"Verb"	16		""	""	""	""	5	0	1	0	1	0	0	0	1	1	"RED#1"
"'nother"	"Cont"			""	"fortnight#2"	""	""	7	0	2	0	0	0	0	2	1	1	"TPD#2"
"'round"	"Cont"			""	"your#2"	"each#1"	"had#1"	6	0	18	3	6	6	1	2	9	15	"FER#2, SPN#2, RED#3, NEN#4, REP#2, ...MANY"
"'tis"	"Cont"			""	"locked#1"	""	""	4	0	5	0	2	3	0	0	2	2	"EVE#4, LSG#1"
"ain't"	"Cont"			""	"doin'#8"	"gotta#8"	"no#8"	5	0	77	11	7	52	0	7	11	27	"TSW#5, FER#9, SPN#10, RED#4, NEN#1, ...MANY"
"all's"	"Cont"			""	"well#2"	""	""	5	0	2	1	1	0	0	0	2	2	"RED#1, LVR#1"
"aren't"	"Cont"			""	"gonna#2"	"comin'#1"	"rare#1"	6	0	10	1	3	6	0	0	5	6	"FER#1, NEN#1, REP#2, MID#4, OTH#2"
"can't"	"Cont"			""	"help#23"	"prove#9"	"breathe#7"	5	0	218	42	33	130	0	13	12	81	"TSW#9, FER#42, SPN#26, RED#16, NEN#9, ...MANY"
"cannot"	"Cont"			""	""	""	""	6	0	2	0	0	2	0	0	1	1	"NEN#2"
"could've"	"Cont"			""	"been#18"	"should've#2"	"spent#2"	8	0	30	7	6	17	0	0	8	13	"TSW#1, FER#1, SPN#1, NEN#5, REP#2, ...MANY"
"couldn't"	"Cont"			""	"keep#5"	"turn#4"	"breathe#2"	8	0	32	12	3	14	0	3	11	22	"FER#6, SPN#2, RED#1, NEN#3, REP#1, ...MANY"
"didn't"	"Cont"			""	"know#23"	"see#12"	"stay#12"	6	0	126	40	18	60	0	8	13	57	"TSW#7, FER#11, SPN#3, RED#16, NEN#16, ...MANY"
"doesn't"	"Cont"			""	"believe#2"	"kill#2"	"look#2"	7	0	27	11	3	10	0	3	7	16	"TSW#1, FER#4, RED#5, REP#7, LVR#3, ...MANY"
"don't"	"Cont"			""	"know#79"	"wanna#62"	"want#26"	5	0	538	102	63	345	0	28	13	138	"TSW#30, FER#78, SPN#92, RED#55, NEN#56, ...MANY"
"gon'"	"Cont"			""	""	""	""	4	0	3	0	0	3	0	0	1	1	"REP#3"
"gonna"	"Cont"			""	"come#21"	"hold#20"	"grow#14"	5	0	250	28	24	180	0	18	13	63	"TSW#7, FER#21, SPN#27, RED#14, NEN#36, ...MANY"
"gotta"	"Cont"			""	"come#7"	"tell#4"	"hand#3"	5	0	37	2	3	31	0	1	10	14	"FER#7, SPN#7, RED#5, REP#1, LVR#5, ...MANY"
"hadn't"	"Cont"			""	"heard#4"	"once#2"	"been#1"	6	0	11	7	1	1	0	2	5	9	"FER#1, RED#4, NEN#1, TPD#4, LSG#1"
"hasn't"	"Cont"			""	"called#3"	""	""	6	0	3	0	0	3	0	0	1	1	"FER#3"
"haven't"	"Cont"			""	"decided#6"	"met#3"	"seen#3"	7	0	21	10	3	8	0	0	7	12	"TSW#1, FER#2, SPN#5, NEN#1, FOL#1, ...MANY"
"he'd"	"Cont"			""	"love#2"	"better#1"	""	4	0	4	2	0	2	0	0	3	3	"RED#1, LVR#1, TPD#2"
"he'll"	"Cont"			""	"call#2"	"decide#1"	"never#1"	5	0	6	4	0	2	0	0	4	5	"SPN#1, RED#2, LVR#1, TPD#2"
"he's"	"Cont"			""	"gonna#5"	"got#5"	"walking#4"	4	0	75	30	6	36	0	3	11	32	"TSW#15, FER#8, SPN#5, RED#9, NEN#8, ...MANY"
"hella"	"Cont"			""	"good#1"	""	""	5	0	1	0	1	0	0	0	1	1	"NEN#1"
"her'd"	"Cont"			""	""	""	""	5	0	3	0	0	3	0	0	1	1	"TSW#3"
"here's"	"Cont"			""	"your#1"	""	""	6	0	14	5	4	5	0	0	4	6	"FER#5, REP#7, FOL#1, TPD#1"
"how'd"	"Cont"			""	""	""	""	5	0	8	3	0	5	0	0	3	4	"SPN#1, EVE#1, MID#6"
"how's"	"Cont"			""	"your#4"	"life#1"	""	5	0	7	4	0	3	0	0	3	3	"FER#3, SPN#2, EVE#2"
"i'd"	"Cont"			""	"never#26"	"think#6"	"dance#4"	3	0	155	27	18	102	0	8	11	57	"FER#9, SPN#17, RED#32, NEN#1, REP#11, ...MANY"
"i'll"	"Cont"			""	"never#27"	"ever#9"	"tell#9"	4	0	233	34	51	134	0	14	13	83	"TSW#12, FER#26, SPN#42, RED#44, NEN#17, ...MANY"
"i'm"	"Cont"			""	"just#33"	"gonna#31"	"never#26"	3	0	756	166	97	423	5	65	12	165	"TSW#43, FER#89, SPN#50, RED#95, NEN#41, ...MANY"
"i'ma"	"Cont"			""	"stay#3"	""	""	4	0	3	0	0	3	0	0	1	1	"FER#3"
"i've"	"Cont"			""	"been#64"	"got#30"	"never#10"	4	0	159	48	20	87	2	2	12	74	"TSW#12, FER#31, SPN#7, RED#19, NEN#10, ...MANY"
"isn't"	"Cont"			""	"hate#4"	"love#3"	"savage#3"	5	0	46	7	2	37	0	0	8	13	"TSW#1, FER#1, SPN#1, REP#25, LVR#8, ...MANY"
"it'll"	"Cont"			""	"leave#3"	"break#1"	"only#1"	5	0	9	3	1	4	0	1	6	6	"FER#1, SPN#1, NEN#3, LVR#2, TPD#1, ...MANY"
"it's"	"Cont"			""	"just#30"	"like#26"	"been#24"	4	0	561	128	81	323	0	29	13	159	"TSW#21, FER#72, SPN#38, RED#44, NEN#74, ...MANY"
"let's"	"Cont"			""	"run#4"	"fast#3"	"hear#3"	5	0	17	5	3	7	0	2	7	12	"SPN#3, RED#5, NEN#5, FOL#1, MID#1, ...MANY"
"lotta"	"Cont"			""	"cool#2"	"lame#2"	""	5	0	4	4	0	0	0	0	1	1	"LVR#4"
"might've"	"Cont"			""	"drowned#1"	"lingered#1"	""	8	0	2	0	0	2	0	0	1	1	"LSG#2"
"must've"	"Cont"			""	"been#1"	"taken#1"	""	7	0	2	2	0	0	0	0	2	2	"LVR#1, LSG#1"
"one'll"	"Cont"			""	""	""	""	6	0	1	1	0	0	0	0	1	1	"MID#1"
"outta"	"Cont"			""	"here#1"	""	""	5	0	1	1	0	0	0	0	1	1	"FER#1"
"she'd"	"Cont"			""	"better#1"	""	""	5	0	1	0	0	1	0	0	1	1	"TSW#1"
"she'll"	"Cont"			""	"never#2"	"call#1"	"give#1"	6	0	12	6	6	0	0	0	6	9	"TSW#1, FER#2, SPN#3, RED#2, NEN#1, ...MANY"
"she's"	"Cont"			""	"been#4"	"gonna#3"	"got#3"	5	0	67	16	10	37	0	4	13	27	"TSW#6, FER#5, SPN#22, RED#3, NEN#2, ...MANY"
"should've"	"Cont"			""	"kissed#11"	"been#10"	"said#6"	9	0	52	6	6	38	0	2	8	14	"TSW#20, SPN#2, RED#3, FOL#1, EVE#4, ...MANY"
"shoulda"	"Cont"			""	"known#11"	""	""	7	0	11	0	0	9	0	2	3	3	"FER#2, SPN#5, REP#4"
"shouldn't"	"Cont"			""	"kill#1"	""	""	9	0	9	2	1	6	0	0	4	4	"TSW#6, FER#1, RED#1, MID#1"
"something's"	"Cont"			""	"gone#3"	"changed#1"	"funny#1"	11	0	7	3	0	4	0	0	2	4	"SPN#6, TPD#1"
"sorta"	"Cont"			""	"how#1"	""	""	5	0	1	1	0	0	0	0	1	1	"FER#1"
"that'll"	"Cont"			""	"haunt#3"	""	""	7	0	3	0	0	3	0	0	1	1	"SPN#3"
"that's"	"Cont"			""	"when#32"	"how#25"	"right#8"	6	0	162	33	9	96	0	24	12	46	"TSW#9, FER#35, SPN#7, RED#7, NEN#38, ...MANY"
"there'll"	"Cont"			""	""	""	""	8	0	3	0	0	3	0	0	1	1	"EVE#3"
"there's"	"Cont"			""	"no#12"	"nothing#8"	"nothin'#7"	7	0	84	30	13	33	2	6	11	45	"TSW#6, FER#13, SPN#9, RED#8, REP#6, ...MANY"
"they'd"	"Cont"			""	"already#1"	"paint#1"	"stay#1"	6	0	6	5	1	0	0	0	3	4	"LVR#3, TPD#1, LSG#2"
"they'll"	"Cont"			""	"tell#12"	"judge#1"	"know#1"	7	0	28	5	1	22	0	0	7	13	"SPN#1, RED#8, NEN#11, FOL#1, EVE#1, ...MANY"
"they're"	"Cont"			""	"push#5"	"burning#2"	"shrieking#2"	7	0	29	6	8	14	0	1	9	18	"FER#4, SPN#3, RED#4, REP#2, FOL#1, ...MANY"
"they've"	"Cont"			""	"broken#2"	"said#1"	""	7	0	3	0	0	2	0	1	2	2	"LSG#2, OTH#1"
"tryna"	"Cont"			""	"find#3"	"make#2"	"play#2"	5	0	11	4	2	4	1	0	6	7	"TSW#1, FER#1, NEN#1, REP#2, LVR#4, ...MANY"
"wanna"	"Cont"			""	"know#16"	"break#12"	"see#11"	5	0	208	24	23	148	2	11	12	59	"TSW#26, FER#20, SPN#10, RED#30, NEN#3, ...MANY"
"wasn't"	"Cont"			""	"enough#3"	"lettin'#3"	"true#2"	6	0	26	9	4	7	0	6	8	15	"TSW#1, FER#1, SPN#6, RED#2, LVR#5, ...MANY"
"we'd"	"Cont"			""	"still#8"	"end#3"	"never#3"	4	0	35	9	1	25	0	0	7	15	"TSW#1, FER#1, SPN#10, RED#6, NEN#4, ...MANY"
"we'll"	"Cont"			""	"run#11"	"sing#5"	"take#4"	5	0	50	11	7	32	0	0	11	26	"TSW#1, FER#16, SPN#3, RED#11, NEN#5, ...MANY"
"we're"	"Cont"			""	"gonna#10"	"made#9"	"both#3"	5	0	99	27	7	60	0	5	11	39	"TSW#4, FER#6, SPN#11, RED#27, NEN#23, ...MANY"
"we've"	"Cont"			""	"been#7"	"already#1"	"had#1"	5	0	11	2	4	4	0	1	6	7	"FER#2, SPN#1, RED#2, NEN#1, TPD#3, ...MANY"
"weren't"	"Cont"			""	"around#3"	"mine#2"	"even#1"	7	0	11	2	3	6	0	0	5	8	"TSW#1, RED#4, REP#2, FOL#2, MID#2"
"what's"	"Cont"			""	"under#3"	"ours#2"	"best#1"	6	0	26	8	10	6	0	2	9	17	"TSW#1, SPN#2, RED#2, LVR#5, FOL#2, ...MANY"
"where's"	"Cont"			""	""	""	""	7	0	2	0	2	0	0	0	2	2	"EVE#1, TPD#1"
"who'd"	"Cont"			""	"throw#1"	""	""	5	0	1	0	1	0	0	0	1	1	"EVE#1"
"who'll"	"Cont"			""	"write#1"	""	""	6	0	1	0	1	0	0	0	1	1	"EVE#1"
"who's"	"Cont"			""	"gonna#26"	"afraid#8"	"countin'#4"	5	0	55	7	4	41	0	3	7	11	"TSW#5, FER#3, RED#2, REP#4, MID#4, ...MANY"
"why'd"	"Cont"			""	""	""	""	5	0	22	0	6	16	0	0	3	4	"NEN#19, REP#1, LVR#2"
"why's"	"Cont"			""	""	""	""	5	0	10	0	0	7	0	3	1	1	"REP#10"
"won't"	"Cont"			""	"close#7"	"pick#5"	"let#4"	5	0	82	18	15	28	3	18	11	40	"TSW#3, FER#4, SPN#19, RED#8, NEN#20, ...MANY"
"would've"	"Cont"			""	"been#37"	"danced#3"	"could've#2"	8	0	65	14	10	39	0	2	9	18	"FER#1, SPN#17, RED#8, LVR#3, FOL#9, ...MANY"
"wouldn't"	"Cont"			""	"hear#5"	"beg#2"	"know#2"	8	0	28	7	6	13	0	2	10	18	"TSW#1, FER#1, SPN#2, NEN#2, REP#4, ...MANY"
"you'd"	"Cont"			""	"come#5"	"call#4"	"never#4"	5	0	50	21	8	16	0	5	10	28	"TSW#3, FER#2, SPN#4, RED#6, NEN#3, ...MANY"
"you'll"	"Cont"			""	"never#14"	"find#7"	"see#7"	6	0	102	15	18	67	0	2	12	50	"TSW#5, FER#13, SPN#8, RED#7, NEN#19, ...MANY"
"you're"	"Cont"			""	"still#18"	"gone#12"	"ever#10"	6	0	429	104	42	256	3	24	13	120	"TSW#37, FER#76, SPN#46, RED#48, NEN#16, ...MANY"
"you've"	"Cont"			""	"been#16"	"got#12"	"done#6"	6	0	64	18	8	35	0	3	11	30	"FER#7, SPN#8, RED#6, NEN#14, REP#4, ...MANY"
"16th-Avenue"	"Prop"			""	"baby#1"	""	""	11	0	4	0	0	4	0	0	1	1	"LVR#4"
"50-Cent"	"Prop"			""	"song#1"	""	""	7	0	1	0	0	1	0	0	1	1	"LSG#1"
"Abigail"	"Prop"			""	"called#1"	"gave#1"	""	7	0	3	3	0	0	0	0	2	2	"FER#2, LSG#1"
"Achilles-heel"	"Prop"			""	""	""	""	13	0	1	0	1	0	0	0	1	1	"RED#1"
"Aimee"	"Prop"			""	"stomped#1"	""	""	5	0	6	1	0	3	0	2	1	1	"TPD#6"
"America"	"Prop"			""	""	""	""	7	0	2	0	0	0	0	2	1	1	"TPD#2"
"American-Pie"	"Prop"			""	""	""	""	12	0	2	0	0	2	0	0	1	1	"TPD#2"
"Aristotle"	"Prop"			""	""	""	""	9	0	2	0	1	0	0	1	1	1	"TPD#2"
"Asia"	"Prop"			""	""	""	""	4	0	1	1	0	0	0	0	1	1	"MID#1"
"Aston-Martin"	"Prop"			""	""	""	""	12	0	1	1	0	0	0	0	1	1	"TPD#1"
"Aurora-Borealis"	"Prop"			""	"green#1"	""	""	15	0	1	1	0	0	0	0	1	1	"MID#1"
"Balenci'"	"Prop, Cont"			""	"shades#1"	""	""	8	0	1	1	0	0	0	0	1	1	"LSG#1"
"Barbie"	"Prop"			""	"when#1"	""	""	6	0	1	1	0	0	0	0	1	1	"LSG#1"
"Benz"	"Prop"			""	""	""	""	4	0	1	1	0	0	0	0	1	1	"MID#1"
"Betty"	"Prop"			""	"i'm#1"	"right#1"	""	5	0	5	5	0	0	0	0	1	1	"FOL#5"
"Beverly-Hills"	"Prop"			""	""	""	""	13	0	1	1	0	0	0	0	1	1	"RED#1"
"Bitch-Pack"	"Prop"			""	"friends#1"	""	""	10	0	1	1	0	0	0	0	1	1	"FOL#1"
"Blue-Nile"	"Prop"			""	""	""	""	9	0	1	1	0	0	0	0	1	1	"TPD#1"
"Bobby"	"Prop"			""	""	""	""	5	0	1	1	0	0	0	0	1	1	"RED#1"
"Bond-Street"	"Prop"			""	""	""	""	11	0	2	0	1	0	0	1	1	1	"LVR#2"
"Bonnie-and-Clyde"	"Prop"			""	""	""	""	16	0	1	0	1	0	0	0	1	1	"REP#1"
"Brixton"	"Prop"			""	"Shoreditch#1"	""	""	7	0	1	0	0	1	0	0	1	1	"LVR#1"
"Brooklyn"	"Prop"			""	"broke#1"	""	""	8	0	1	1	0	0	0	0	1	1	"RED#1"
"Burton"	"Prop"			""	""	""	""	6	0	1	1	0	0	0	0	1	1	"REP#1"
"Camden-Market"	"Prop"			""	""	""	""	13	0	1	0	0	1	0	0	1	1	"LVR#1"
"Carolina"	"Prop"			""	"knows#4"	"creeks#1"	"pines#1"	8	0	9	5	0	2	0	2	1	1	"OTH#9"
"Cartier"	"Prop"			""	""	""	""	7	0	1	1	0	0	0	0	1	1	"LSG#1"
"Cassandra"	"Prop"			""	"first#3"	""	""	9	0	3	0	0	3	0	0	1	1	"TPD#3"
"Centennial-Park"	"Prop"			""	""	""	""	15	0	2	2	0	0	0	0	1	1	"FOL#2"
"Central-Park-Lake"	"Prop"			""	""	""	""	17	0	1	1	0	0	0	0	1	1	"TPD#1"
"Charlie-Puth"	"Prop"			""	"should#1"	""	""	12	0	1	1	0	0	0	0	1	1	"TPD#1"
